time,value
0.0,0.1859652656493267
0.04040404040404041,0.20770020959591207
0.08080808080808081,0.2396255361580592
0.12121212121212122,0.6320065455094926
0.16161616161616163,0.9388779175413643
0.20202020202020204,1.224407594901498
0.24242424242424243,1.254702250240231
0.2828282828282829,1.7825672417033058
0.32323232323232326,2.2240985821745567
0.36363636363636365,1.9383096093823269
0.4040404040404041,2.022670760122551
0.4444444444444445,2.530275455826294
0.48484848484848486,2.4156410809701434
0.5252525252525253,2.6563850878176987
0.5656565656565657,2.835864249023057
0.6060606060606061,2.658639972541893
0.6464646464646465,2.605665645021887
0.686868686868687,2.8935119054207075
0.7272727272727273,2.770838507005878
0.7676767676767677,3.0128322234969125
0.8080808080808082,2.935770089652848
0.8484848484848485,3.0483205276163785
0.888888888888889,3.1751178415067685
0.9292929292929294,3.1368636378771675
0.9696969696969697,3.0151513187537713
1.0101010101010102,2.590079932626192
1.0505050505050506,2.4181895785495207
1.090909090909091,2.647095224518764
1.1313131313131315,2.2138527197505473
1.1717171717171717,1.9931607493428702
1.2121212121212122,2.02287049636604
1.2525252525252526,1.783036747163248
1.292929292929293,1.1331154036561608
1.3333333333333335,1.2198806409597067
1.373737373737374,1.2783329946497966
1.4141414141414144,0.5073753748206307
1.4545454545454546,0.4811372323737704
1.494949494949495,0.1072678206009049
1.5353535353535355,0.25062838300899093
1.575757575757576,-0.23273742274376213
1.6161616161616164,-0.5711906765385677
1.6565656565656568,-0.6912913067059958
1.696969696969697,-0.8830847588295726
1.7373737373737375,-1.1674422838912761
1.777777777777778,-0.9318236168202416
1.8181818181818183,-1.3218404806288868
1.8585858585858588,-1.7621576448369896
1.8989898989898992,-1.9859655747583986
1.9393939393939394,-1.9487228659479827
1.97979797979798,-2.245686144274933
2.0202020202020203,-2.2915275342133192
2.060606060606061,-2.617079592022435
2.101010101010101,-2.517878216721043
2.1414141414141414,-3.1684667361853145
2.181818181818182,-2.917733818244355
2.2222222222222223,-2.8831184372734464
2.262626262626263,-2.8719193522280824
2.303030303030303,-3.2240996086325806
2.3434343434343434,-2.8723390136735514
2.383838383838384,-3.228211632428833
2.4242424242424243,-3.345768737507295
2.464646464646465,-3.068478734924825
2.505050505050505,-3.2226008095388265
2.545454545454546,-2.3260471662651376
2.585858585858586,-2.473515103557281
2.6262626262626263,-2.423713591917563
2.666666666666667,-2.1863006397435334
2.707070707070707,-2.2514585936795086
2.747474747474748,-2.181629522591664
2.787878787878788,-2.37842593839658
2.8282828282828287,-1.7403842875844504
2.868686868686869,-1.3137303111597198
2.909090909090909,-1.3256846497383352
2.94949494949495,-1.184272766257216
2.98989898989899,-0.9639063313307146
3.0303030303030307,-0.5321208960131444
3.070707070707071,-0.5827685170768627
3.111111111111111,-0.11152892045798347
3.151515151515152,0.6078527035735968
3.191919191919192,0.577283156006273
3.2323232323232327,0.48369498802970967
3.272727272727273,0.9835167142298846
3.3131313131313136,1.0397828718977788
3.353535353535354,1.247356020648197
3.393939393939394,1.6396447071229112
3.4343434343434347,1.5089236892615014
3.474747474747475,1.685988659380747
3.5151515151515156,2.1176529659222227
3.555555555555556,1.8345203197935804
3.5959595959595965,2.1129295338924257
3.6363636363636367,2.24415803072897
3.676767676767677,2.4704808826300835
3.7171717171717176,2.6978812551287903
3.757575757575758,2.751329914346421
3.7979797979797985,2.714607084230232
3.8383838383838387,3.082523517171649
3.878787878787879,3.1153129239845248
3.9191919191919196,3.172028652780666
3.95959595959596,3.5199910511351593
4.0,3.199270508916292
