x,y
-2.0,5.589602286806219
-1.9595959595959596,7.4684159021682195
-1.9191919191919191,6.488252011311581
-1.878787878787879,6.400907674390021
-1.8383838383838385,5.004416585616845
-1.797979797979798,2.5944914774448393
-1.7575757575757576,5.980095577557934
-1.7171717171717171,7.1317272046596845
-1.6767676767676767,4.220295092831874
-1.6363636363636362,2.776221336575344
-1.595959595959596,3.767484483717892
-1.5555555555555556,4.076773736294879
-1.5151515151515151,4.593969062575207
-1.4747474747474747,4.525377630429955
-1.4343434343434343,2.1044830514431485
-1.393939393939394,3.9225160353028707
-1.3535353535353534,3.3909007540231837
-1.3131313131313131,2.897071624835493
-1.2727272727272727,4.1169159197994345
-1.2323232323232323,3.1201191073290513
-1.1919191919191918,3.8163232407317245
-1.1515151515151514,2.6456863329610507
-1.1111111111111112,1.6569233531806953
-1.0707070707070705,0.7483682225695909
-1.0303030303030303,4.157199351075258
-0.9898989898989898,3.4444262896691993
-0.9494949494949494,2.977558308800734
-0.909090909090909,1.6707317372701627
-0.8686868686868685,1.762083902895131
-0.8282828282828283,1.1459415816024483
-0.7878787878787878,2.730109203033207
-0.7474747474747474,2.71143580342653
-0.707070707070707,1.7227657880775744
-0.6666666666666665,0.7565105812529307
-0.6262626262626261,1.5898176274324474
-0.5858585858585856,3.0504576300880193
-0.5454545454545454,2.1966299096680006
-0.505050505050505,2.277569888894527
-0.46464646464646453,2.407564169103687
-0.4242424242424241,1.1673641687556442
-0.38383838383838365,-0.08766708482063201
-0.3434343434343432,1.1607239711668975
-0.303030303030303,1.7677909113678736
-0.26262626262626254,1.341403941217636
-0.2222222222222221,1.5709776131967406
-0.18181818181818166,2.5109553739313197
-0.14141414141414121,2.0092000211115564
-0.10101010101010077,1.175709383267269
-0.06060606060606055,0.9721355789423256
-0.02020202020202011,2.221768941040427
0.020202020202020332,1.437219379667148
0.060606060606060996,2.7466047586809927
0.10101010101010122,1.5045215416724909
0.14141414141414144,1.2139581659537055
0.1818181818181821,0.3057439646753466
0.22222222222222232,1.1278973080900043
0.262626262626263,1.131014377094314
0.3030303030303032,2.5450897841728706
0.3434343434343434,0.49222936907298265
0.3838383838383841,3.100003258811838
0.4242424242424243,2.3548118732252252
0.464646464646465,1.6471177472760228
0.5050505050505052,1.8560906399494514
0.5454545454545459,2.2436472113770214
0.5858585858585861,1.4933361060827528
0.6262626262626263,3.338860253305521
0.666666666666667,4.459818116525665
0.7070707070707072,3.768214201259557
0.7474747474747478,2.774915024833731
0.7878787878787881,2.2789524468693134
0.8282828282828287,1.5147288608431735
0.868686868686869,3.491426959774866
0.9090909090909092,4.003952316843688
0.9494949494949498,4.6821440258321925
0.9898989898989901,3.4118826890470295
1.0303030303030307,1.86112306929295
1.070707070707071,2.6039624701796766
1.1111111111111112,4.359197470913082
1.1515151515151518,3.5464008172351322
1.191919191919192,3.6489903707072457
1.2323232323232327,4.608632007323248
1.272727272727273,5.796842417244846
1.3131313131313136,4.2421810743617225
1.3535353535353538,4.962945275106909
1.393939393939394,5.820311818378222
1.4343434343434347,7.535719947906179
1.474747474747475,4.857443230869312
1.5151515151515156,7.1120649858279155
1.5555555555555558,5.826288628719232
1.5959595959595965,8.448821495966552
1.6363636363636367,6.9846652274341405
1.676767676767677,8.576663807073139
1.7171717171717176,6.914976201624994
1.7575757575757578,7.696116103419855
1.7979797979797985,6.742859741350416
1.8383838383838387,6.753247357611353
1.878787878787879,6.70416104372868
1.9191919191919196,10.714801699293416
1.9595959595959598,8.940789330752278
2.0,5.73949122656919
